Domain Name,Record Name,Record Type,Record Value
takweya.com,_74e9093c4a1ff805337b0e02e8c8a0d4.takweya.com.,CNAME,_05458e82b87738ad96cea8f5d3378b0e.olprtlswtu.acm-validations.aws.
